2.000000000000000000e+01,2.767670440673828125e+01
2.110000038146972656e+01,2.755389595031738281e+01
2.010000038146972656e+01,2.871178817749023438e+01
2.070000076293945312e+01,2.818509292602539062e+01
2.629999923706054688e+01,2.727570724487304688e+01
2.750000000000000000e+01,2.826089477539062500e+01
2.650000000000000000e+01,2.792896270751953125e+01
2.250000000000000000e+01,2.772455406188964844e+01
2.670000076293945312e+01,2.744720268249511719e+01
2.010000038146972656e+01,2.761912536621093750e+01
2.739999961853027344e+01,2.792041587829589844e+01
2.810000038146972656e+01,2.838449668884277344e+01
2.379999923706054688e+01,2.803876113891601562e+01
2.110000038146972656e+01,2.803678894042968750e+01
2.020000076293945312e+01,2.773176956176757812e+01
2.120000076293945312e+01,2.847982978820800781e+01
2.039999961853027344e+01,2.767449951171875000e+01
2.689999961853027344e+01,2.824776840209960938e+01
2.110000038146972656e+01,2.826231384277343750e+01
2.289999961853027344e+01,2.798932266235351562e+01
2.279999923706054688e+01,2.711117553710937500e+01
2.520000076293945312e+01,2.745536231994628906e+01
2.760000038146972656e+01,2.803467941284179688e+01
2.820000076293945312e+01,2.770479583740234375e+01
2.279999923706054688e+01,2.830361557006835938e+01
2.679999923706054688e+01,2.778786087036132812e+01
2.200000000000000000e+01,2.776250267028808594e+01
2.439999961853027344e+01,2.806750488281250000e+01
2.310000038146972656e+01,2.852095794677734375e+01
2.560000038146972656e+01,2.772169494628906250e+01
2.300000000000000000e+01,2.745512199401855469e+01
2.229999923706054688e+01,2.861550140380859375e+01
2.620000076293945312e+01,2.745081710815429688e+01
2.429999923706054688e+01,2.834762954711914062e+01
2.239999961853027344e+01,2.815768814086914062e+01
2.489999961853027344e+01,2.741515922546386719e+01
2.329999923706054688e+01,2.775180816650390625e+01
2.679999923706054688e+01,2.822664833068847656e+01
2.029999923706054688e+01,2.795777893066406250e+01
2.539999961853027344e+01,2.742662811279296875e+01
2.120000076293945312e+01,2.856154823303222656e+01
2.039999961853027344e+01,2.691390609741210938e+01
2.600000000000000000e+01,2.779235839843750000e+01
2.860000038146972656e+01,2.711880302429199219e+01
2.000000000000000000e+01,2.734860992431640625e+01
2.489999961853027344e+01,2.759752273559570312e+01
2.039999961853027344e+01,2.755810165405273438e+01
2.510000038146972656e+01,2.764237785339355469e+01
2.329999923706054688e+01,2.757235336303710938e+01
2.550000000000000000e+01,2.807171058654785156e+01
2.150000000000000000e+01,2.827751159667968750e+01
2.600000000000000000e+01,2.789654731750488281e+01
2.729999923706054688e+01,2.746502113342285156e+01
2.029999923706054688e+01,2.773923110961914062e+01
2.189999961853027344e+01,2.845869064331054688e+01
2.439999961853027344e+01,2.749848937988281250e+01
2.339999961853027344e+01,2.739425277709960938e+01
2.410000038146972656e+01,2.837994575500488281e+01
2.589999961853027344e+01,2.747134399414062500e+01
2.350000000000000000e+01,2.760987472534179688e+01
2.589999961853027344e+01,2.860207748413085938e+01
2.635000038146972656e+01,2.798324584960937500e+01
2.570000076293945312e+01,2.751335144042968750e+01
2.220000076293945312e+01,2.804130172729492188e+01
2.839999961853027344e+01,2.745465469360351562e+01
2.789999961853027344e+01,2.714893722534179688e+01
2.110000038146972656e+01,2.741160392761230469e+01
2.160000038146972656e+01,2.766618537902832031e+01
2.439999961853027344e+01,2.792739486694335938e+01
2.400000000000000000e+01,2.746968650817871094e+01
2.639999961853027344e+01,2.826357460021972656e+01
2.470000076293945312e+01,2.740431976318359375e+01
2.110000038146972656e+01,2.732117271423339844e+01
2.120000076293945312e+01,2.769902610778808594e+01
2.200000000000000000e+01,2.781625366210937500e+01
2.885000038146972656e+01,2.759973526000976562e+01
2.089999961853027344e+01,2.819929504394531250e+01
2.400000000000000000e+01,2.728311920166015625e+01
2.200000000000000000e+01,2.825021553039550781e+01
2.279999923706054688e+01,2.729249954223632812e+01
2.329999923706054688e+01,2.741887474060058594e+01
2.870000076293945312e+01,2.715703392028808594e+01
2.729999923706054688e+01,2.772256088256835938e+01
2.370000076293945312e+01,2.771011543273925781e+01
2.579999923706054688e+01,2.745841026306152344e+01
2.620000076293945312e+01,2.741355705261230469e+01
2.139999961853027344e+01,2.726762008666992188e+01
2.529999923706054688e+01,2.876317596435546875e+01
2.050000000000000000e+01,2.778980255126953125e+01
2.085000038146972656e+01,2.733097076416015625e+01
3.434999847412109375e+01,2.791052627563476562e+01
3.220000076293945312e+01,2.773736190795898438e+01
3.620000076293945312e+01,2.789051055908203125e+01
3.370000076293945312e+01,2.766603088378906250e+01
3.175000000000000000e+01,2.759634780883789062e+01
3.720000076293945312e+01,2.765617752075195312e+01
3.829999923706054688e+01,2.758471298217773438e+01
3.720000076293945312e+01,2.764381790161132812e+01
3.559999847412109375e+01,2.777621841430664062e+01
3.270000076293945312e+01,2.741267204284667969e+01
3.809999847412109375e+01,2.792026901245117188e+01
3.500000000000000000e+01,2.819026565551757812e+01
3.029999923706054688e+01,2.748423767089843750e+01
3.259999847412109375e+01,2.774992370605468750e+01
3.175000000000000000e+01,2.736557769775390625e+01
3.320000076293945312e+01,2.783645248413085938e+01
3.859999847412109375e+01,2.782520294189453125e+01
3.829999923706054688e+01,2.771816062927246094e+01
3.529999923706054688e+01,2.783721923828125000e+01
3.350000000000000000e+01,2.753470420837402344e+01
3.259999847412109375e+01,2.763153457641601562e+01
3.020000076293945312e+01,2.827220344543457031e+01
3.440000152587890625e+01,2.825753402709960938e+01
3.089999961853027344e+01,2.724816513061523438e+01
3.110000038146972656e+01,2.771855163574218750e+01
3.120000076293945312e+01,2.731023979187011719e+01
3.145000076293945312e+01,2.747057342529296875e+01
3.240000152587890625e+01,2.763949966430664062e+01
3.379999923706054688e+01,2.760609054565429688e+01
3.220000076293945312e+01,2.770600318908691406e+01
3.039999961853027344e+01,2.757926559448242188e+01
3.479999923706054688e+01,2.765630340576171875e+01
3.139999961853027344e+01,2.794073104858398438e+01
3.400000000000000000e+01,2.790472221374511719e+01
3.470000076293945312e+01,2.781138038635253906e+01
3.245000076293945312e+01,2.793450546264648438e+01
3.870000076293945312e+01,2.747290611267089844e+01
3.029999923706054688e+01,2.837014961242675781e+01
3.039999961853027344e+01,2.779090309143066406e+01
3.350000000000000000e+01,2.749822616577148438e+01
3.270000076293945312e+01,2.739109992980957031e+01
3.000000000000000000e+01,2.834705924987792969e+01
3.859999847412109375e+01,2.812590026855468750e+01
3.000000000000000000e+01,2.783502960205078125e+01
3.209999847412109375e+01,2.783389091491699219e+01
3.750000000000000000e+01,2.805546379089355469e+01
3.470000076293945312e+01,2.825991439819335938e+01
3.459999847412109375e+01,2.762089920043945312e+01
3.640000152587890625e+01,2.770634841918945312e+01
3.050000000000000000e+01,2.755365562438964844e+01
